Middle layer Super Output Areas Code,Middle layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E02000515,Hillingdon 022,10,Mixed or Multiple ethnic groups: White and Black African,120
E02000515,Hillingdon 022,11,Mixed or Multiple ethnic groups: White and Black Caribbean,192
E02000515,Hillingdon 022,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,176
E02000515,Hillingdon 022,13,"White: English, Welsh, Scottish, Northern Irish or British",5261
E02000515,Hillingdon 022,14,White: Irish,172
E02000515,Hillingdon 022,15,White: Gypsy or Irish Traveller,87
E02000515,Hillingdon 022,16,White: Roma,60
E02000515,Hillingdon 022,17,White: Other White,1642
E02000515,Hillingdon 022,18,Other ethnic group: Arab,260
E02000515,Hillingdon 022,19,Other ethnic group: Any other ethnic group,518
E02000516,Hillingdon 023,-8,Does not apply,0
E02000516,Hillingdon 023,1,"Asian, Asian British or Asian Welsh: Bangladeshi",144
E02000516,Hillingdon 023,2,"Asian, Asian British or Asian Welsh: Chinese",74
E02000516,Hillingdon 023,3,"Asian, Asian British or Asian Welsh: Indian",2330
E02000516,Hillingdon 023,4,"Asian, Asian British or Asian Welsh: Pakistani",524
E02000516,Hillingdon 023,5,"Asian, Asian British or Asian Welsh: Other Asian",1032
E02000516,Hillingdon 023,6,"Black, Black British, Black Welsh, Caribbean or African: African",576
E02000516,Hillingdon 023,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",222
E02000516,Hillingdon 023,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",110
E02000516,Hillingdon 023,9,Mixed or Multiple ethnic groups: White and Asian,111
E02000516,Hillingdon 023,10,Mixed or Multiple ethnic groups: White and Black African,74
E02000516,Hillingdon 023,11,Mixed or Multiple ethnic groups: White and Black Caribbean,127
E02000516,Hillingdon 023,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,111
E02000516,Hillingdon 023,13,"White: English, Welsh, Scottish, Northern Irish or British",1467
E02000516,Hillingdon 023,14,White: Irish,92
E02000516,Hillingdon 023,15,White: Gypsy or Irish Traveller,3
E02000516,Hillingdon 023,16,White: Roma,7
E02000516,Hillingdon 023,17,White: Other White,664
E02000516,Hillingdon 023,18,Other ethnic group: Arab,141
E02000516,Hillingdon 023,19,Other ethnic group: Any other ethnic group,837
E02000517,Hillingdon 024,-8,Does not apply,0
E02000517,Hillingdon 024,1,"Asian, Asian British or Asian Welsh: Bangladeshi",191
E02000517,Hillingdon 024,2,"Asian, Asian British or Asian Welsh: Chinese",29
E02000517,Hillingdon 024,3,"Asian, Asian British or Asian Welsh: Indian",1920
E02000517,Hillingdon 024,4,"Asian, Asian British or Asian Welsh: Pakistani",716
E02000517,Hillingdon 024,5,"Asian, Asian British or Asian Welsh: Other Asian",1370
E02000517,Hillingdon 024,6,"Black, Black British, Black Welsh, Caribbean or African: African",947
E02000517,Hillingdon 024,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",406
E02000517,Hillingdon 024,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",141
E02000517,Hillingdon 024,9,Mixed or Multiple ethnic groups: White and Asian,125
E02000517,Hillingdon 024,10,Mixed or Multiple ethnic groups: White and Black African,56
E02000517,Hillingdon 024,11,Mixed or Multiple ethnic groups: White and Black Caribbean,112
E02000517,Hillingdon 024,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,155
E02000517,Hillingdon 024,13,"White: English, Welsh, Scottish, Northern Irish or British",2480
E02000517,Hillingdon 024,14,White: Irish,123
E02000517,Hillingdon 024,15,White: Gypsy or Irish Traveller,22
E02000517,Hillingdon 024,16,White: Roma,21
E02000517,Hillingdon 024,17,White: Other White,747
E02000517,Hillingdon 024,18,Other ethnic group: Arab,180
E02000517,Hillingdon 024,19,Other ethnic group: Any other ethnic group,732
E02000518,Hillingdon 025,-8,Does not apply,0
E02000518,Hillingdon 025,1,"Asian, Asian British or Asian Welsh: Bangladeshi",266
E02000518,Hillingdon 025,2,"Asian, Asian British or Asian Welsh: Chinese",52
E02000518,Hillingdon 025,3,"Asian, Asian British or Asian Welsh: Indian",1046
E02000518,Hillingdon 025,4,"Asian, Asian British or Asian Welsh: Pakistani",378
E02000518,Hillingdon 025,5,"Asian, Asian British or Asian Welsh: Other Asian",633
E02000518,Hillingdon 025,6,"Black, Black British, Black Welsh, Caribbean or African: African",745
E02000518,Hillingdon 025,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",156
E02000518,Hillingdon 025,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",81
E02000518,Hillingdon 025,9,Mixed or Multiple ethnic groups: White and Asian,105
E02000518,Hillingdon 025,10,Mixed or Multiple ethnic groups: White and Black African,74
E02000518,Hillingdon 025,11,Mixed or Multiple ethnic groups: White and Black Caribbean,117
E02000518,Hillingdon 025,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,130
E02000518,Hillingdon 025,13,"White: English, Welsh, Scottish, Northern Irish or British",4345
E02000518,Hillingdon 025,14,White: Irish,123
E02000518,Hillingdon 025,15,White: Gypsy or Irish Traveller,33
E02000518,Hillingdon 025,16,White: Roma,23
E02000518,Hillingdon 025,17,White: Other White,849
E02000518,Hillingdon 025,18,Other ethnic group: Arab,87
E02000518,Hillingdon 025,19,Other ethnic group: Any other ethnic group,389
E02000519,Hillingdon 026,-8,Does not apply,0
E02000519,Hillingdon 026,1,"Asian, Asian British or Asian Welsh: Bangladeshi",181
E02000519,Hillingdon 026,2,"Asian, Asian British or Asian Welsh: Chinese",21
E02000519,Hillingdon 026,3,"Asian, Asian British or Asian Welsh: Indian",2422
E02000519,Hillingdon 026,4,"Asian, Asian British or Asian Welsh: Pakistani",870
E02000519,Hillingdon 026,5,"Asian, Asian British or Asian Welsh: Other Asian",1091
E02000519,Hillingdon 026,6,"Black, Black British, Black Welsh, Caribbean or African: African",981
E02000519,Hillingdon 026,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",224
E02000519,Hillingdon 026,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",112
E02000519,Hillingdon 026,9,Mixed or Multiple ethnic groups: White and Asian,64
E02000519,Hillingdon 026,10,Mixed or Multiple ethnic groups: White and Black African,66
E02000519,Hillingdon 026,11,Mixed or Multiple ethnic groups: White and Black Caribbean,98
E02000519,Hillingdon 026,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,93
E02000519,Hillingdon 026,13,"White: English, Welsh, Scottish, Northern Irish or British",1735
E02000519,Hillingdon 026,14,White: Irish,80
E02000519,Hillingdon 026,15,White: Gypsy or Irish Traveller,15
E02000519,Hillingdon 026,16,White: Roma,4
E02000519,Hillingdon 026,17,White: Other White,501
E02000519,Hillingdon 026,18,Other ethnic group: Arab,113
E02000519,Hillingdon 026,19,Other ethnic group: Any other ethnic group,883
E02000520,Hillingdon 027,-8,Does not apply,0
E02000520,Hillingdon 027,1,"Asian, Asian British or Asian Welsh: Bangladeshi",206
E02000520,Hillingdon 027,2,"Asian, Asian British or Asian Welsh: Chinese",98
E02000520,Hillingdon 027,3,"Asian, Asian British or Asian Welsh: Indian",3750
E02000520,Hillingdon 027,4,"Asian, Asian British or Asian Welsh: Pakistani",1089
E02000520,Hillingdon 027,5,"Asian, Asian British or Asian Welsh: Other Asian",1682
E02000520,Hillingdon 027,6,"Black, Black British, Black Welsh, Caribbean or African: African",1349
E02000520,Hillingdon 027,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",298
E02000520,Hillingdon 027,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",115
E02000520,Hillingdon 027,9,Mixed or Multiple ethnic groups: White and Asian,163
E02000520,Hillingdon 027,10,Mixed or Multiple ethnic groups: White and Black African,108
E02000520,Hillingdon 027,11,Mixed or Multiple ethnic groups: White and Black Caribbean,112
E02000520,Hillingdon 027,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,190
E02000520,Hillingdon 027,13,"White: English, Welsh, Scottish, Northern Irish or British",2450
E02000520,Hillingdon 027,14,White: Irish,169
E02000520,Hillingdon 027,15,White: Gypsy or Irish Traveller,11
E02000520,Hillingdon 027,16,White: Roma,33
E02000520,Hillingdon 027,17,White: Other White,983
E02000520,Hillingdon 027,18,Other ethnic group: Arab,252
E02000520,Hillingdon 027,19,Other ethnic group: Any other ethnic group,1005
E02000521,Hillingdon 028,-8,Does not apply,0
E02000521,Hillingdon 028,1,"Asian, Asian British or Asian Welsh: Bangladeshi",189
E02000521,Hillingdon 028,2,"Asian, Asian British or Asian Welsh: Chinese",123
E02000521,Hillingdon 028,3,"Asian, Asian British or Asian Welsh: Indian",2965
E02000521,Hillingdon 028,4,"Asian, Asian British or Asian Welsh: Pakistani",940
E02000521,Hillingdon 028,5,"Asian, Asian British or Asian Welsh: Other Asian",1020
E02000521,Hillingdon 028,6,"Black, Black British, Black Welsh, Caribbean or African: African",1064
E02000521,Hillingdon 028,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",215
E02000521,Hillingdon 028,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",146
E02000521,Hillingdon 028,9,Mixed or Multiple ethnic groups: White and Asian,164
E02000521,Hillingdon 028,10,Mixed or Multiple ethnic groups: White and Black African,94
E02000521,Hillingdon 028,11,Mixed or Multiple ethnic groups: White and Black Caribbean,159
E02000521,Hillingdon 028,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,178
E02000521,Hillingdon 028,13,"White: English, Welsh, Scottish, Northern Irish or British",3719
E02000521,Hillingdon 028,14,White: Irish,121
E02000521,Hillingdon 028,15,White: Gypsy or Irish Traveller,37
E02000521,Hillingdon 028,16,White: Roma,39
E02000521,Hillingdon 028,17,White: Other White,1165
E02000521,Hillingdon 028,18,Other ethnic group: Arab,223
E02000521,Hillingdon 028,19,Other ethnic group: Any other ethnic group,630
E02000522,Hillingdon 029,-8,Does not apply,0
E02000522,Hillingdon 029,1,"Asian, Asian British or Asian Welsh: Bangladeshi",167
E02000522,Hillingdon 029,2,"Asian, Asian British or Asian Welsh: Chinese",76
E02000522,Hillingdon 029,3,"Asian, Asian British or Asian Welsh: Indian",1413
E02000522,Hillingdon 029,4,"Asian, Asian British or Asian Welsh: Pakistani",438
E02000522,Hillingdon 029,5,"Asian, Asian British or Asian Welsh: Other Asian",533
E02000522,Hillingdon 029,6,"Black, Black British, Black Welsh, Caribbean or African: African",598
E02000522,Hillingdon 029,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",181
E02000522,Hillingdon 029,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",78
E02000522,Hillingdon 029,9,Mixed or Multiple ethnic groups: White and Asian,133
E02000522,Hillingdon 029,10,Mixed or Multiple ethnic groups: White and Black African,113
E02000522,Hillingdon 029,11,Mixed or Multiple ethnic groups: White and Black Caribbean,126
E02000522,Hillingdon 029,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,115
E02000522,Hillingdon 029,13,"White: English, Welsh, Scottish, Northern Irish or British",3851
E02000522,Hillingdon 029,14,White: Irish,107
E02000522,Hillingdon 029,15,White: Gypsy or Irish Traveller,59
E02000522,Hillingdon 029,16,White: Roma,26
E02000522,Hillingdon 029,17,White: Other White,1071
E02000522,Hillingdon 029,18,Other ethnic group: Arab,139
E02000522,Hillingdon 029,19,Other ethnic group: Any other ethnic group,355
E02000523,Hillingdon 030,-8,Does not apply,0
E02000523,Hillingdon 030,1,"Asian, Asian British or Asian Welsh: Bangladeshi",120
E02000523,Hillingdon 030,2,"Asian, Asian British or Asian Welsh: Chinese",103
E02000523,Hillingdon 030,3,"Asian, Asian British or Asian Welsh: Indian",4382
E02000523,Hillingdon 030,4,"Asian, Asian British or Asian Welsh: Pakistani",944
E02000523,Hillingdon 030,5,"Asian, Asian British or Asian Welsh: Other Asian",1131
E02000523,Hillingdon 030,6,"Black, Black British, Black Welsh, Caribbean or African: African",704
E02000523,Hillingdon 030,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",172
E02000523,Hillingdon 030,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",94
E02000523,Hillingdon 030,9,Mixed or Multiple ethnic groups: White and Asian,130
E02000523,Hillingdon 030,10,Mixed or Multiple ethnic groups: White and Black African,53
E02000523,Hillingdon 030,11,Mixed or Multiple ethnic groups: White and Black Caribbean,45
E02000523,Hillingdon 030,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,90
E02000523,Hillingdon 030,13,"White: English, Welsh, Scottish, Northern Irish or British",1280
E02000523,Hillingdon 030,14,White: Irish,118
E02000523,Hillingdon 030,15,White: Gypsy or Irish Traveller,11
E02000523,Hillingdon 030,16,White: Roma,15
E02000523,Hillingdon 030,17,White: Other White,840
E02000523,Hillingdon 030,18,Other ethnic group: Arab,204
E02000523,Hillingdon 030,19,Other ethnic group: Any other ethnic group,936
E02000524,Hillingdon 031,-8,Does not apply,0
E02000524,Hillingdon 031,1,"Asian, Asian British or Asian Welsh: Bangladeshi",47
E02000524,Hillingdon 031,2,"Asian, Asian British or Asian Welsh: Chinese",55
E02000524,Hillingdon 031,3,"Asian, Asian British or Asian Welsh: Indian",1607
E02000524,Hillingdon 031,4,"Asian, Asian British or Asian Welsh: Pakistani",470
E02000524,Hillingdon 031,5,"Asian, Asian British or Asian Welsh: Other Asian",437
E02000524,Hillingdon 031,6,"Black, Black British, Black Welsh, Caribbean or African: African",290
E02000524,Hillingdon 031,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",92
E02000524,Hillingdon 031,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",52
E02000524,Hillingdon 031,9,Mixed or Multiple ethnic groups: White and Asian,77
E02000524,Hillingdon 031,10,Mixed or Multiple ethnic groups: White and Black African,56
E02000524,Hillingdon 031,11,Mixed or Multiple ethnic groups: White and Black Caribbean,60
E02000524,Hillingdon 031,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,93
E02000524,Hillingdon 031,13,"White: English, Welsh, Scottish, Northern Irish or British",2511
E02000524,Hillingdon 031,14,White: Irish,93
E02000524,Hillingdon 031,15,White: Gypsy or Irish Traveller,44
E02000524,Hillingdon 031,16,White: Roma,27
E02000524,Hillingdon 031,17,White: Other White,1122
E02000524,Hillingdon 031,18,Other ethnic group: Arab,105
E02000524,Hillingdon 031,19,Other ethnic group: Any other ethnic group,295
E02000525,Hillingdon 032,-8,Does not apply,0
E02000525,Hillingdon 032,1,"Asian, Asian British or Asian Welsh: Bangladeshi",110
E02000525,Hillingdon 032,2,"Asian, Asian British or Asian Welsh: Chinese",45
E02000525,Hillingdon 032,3,"Asian, Asian British or Asian Welsh: Indian",3097
E02000525,Hillingdon 032,4,"Asian, Asian British or Asian Welsh: Pakistani",785
E02000525,Hillingdon 032,5,"Asian, Asian British or Asian Welsh: Other Asian",937
E02000525,Hillingdon 032,6,"Black, Black British, Black Welsh, Caribbean or African: African",750
E02000525,Hillingdon 032,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",159
E02000525,Hillingdon 032,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",93
E02000525,Hillingdon 032,9,Mixed or Multiple ethnic groups: White and Asian,112
E02000525,Hillingdon 032,10,Mixed or Multiple ethnic groups: White and Black African,53
E02000525,Hillingdon 032,11,Mixed or Multiple ethnic groups: White and Black Caribbean,95
E02000525,Hillingdon 032,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,118
E02000525,Hillingdon 032,13,"White: English, Welsh, Scottish, Northern Irish or British",1644
E02000525,Hillingdon 032,14,White: Irish,67
E02000525,Hillingdon 032,15,White: Gypsy or Irish Traveller,27
E02000525,Hillingdon 032,16,White: Roma,25
E02000525,Hillingdon 032,17,White: Other White,1054
E02000525,Hillingdon 032,18,Other ethnic group: Arab,119
E02000525,Hillingdon 032,19,Other ethnic group: Any other ethnic group,774
E02000526,Hounslow 001,-8,Does not apply,0
E02000526,Hounslow 001,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E02000526,Hounslow 001,2,"Asian, Asian British or Asian Welsh: Chinese",199
E02000526,Hounslow 001,3,"Asian, Asian British or Asian Welsh: Indian",266
E02000526,Hounslow 001,4,"Asian, Asian British or Asian Welsh: Pakistani",80
E02000526,Hounslow 001,5,"Asian, Asian British or Asian Welsh: Other Asian",235
E02000526,Hounslow 001,6,"Black, Black British, Black Welsh, Caribbean or African: African",190
E02000526,Hounslow 001,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",247
E02000526,Hounslow 001,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",35
E02000526,Hounslow 001,9,Mixed or Multiple ethnic groups: White and Asian,201
E02000526,Hounslow 001,10,Mixed or Multiple ethnic groups: White and Black African,50
E02000526,Hounslow 001,11,Mixed or Multiple ethnic groups: White and Black Caribbean,92
